Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 0 Offset -12.180272
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 1 Offset -11.101360
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 2 Offset -13.659098
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 3 Offset -30.240285
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 4 Offset -14.807458
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 5 Offset -7.025484
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 6 Offset 10.592933
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 7 Offset 11.050841
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 8 Offset 7.395712
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 9 Offset -7.492867
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 10 Offset 4.637750
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 11 Offset -20.890233
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 12 Offset 8.502812
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 13 Offset -4.766170
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 14 Offset 2.941682
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 15 Offset 8.614442
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 16 Offset -20.566618
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 17 Offset -12.874069
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 18 Offset -20.809833
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 19 Offset -30.955013
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 20 Offset -14.920380
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 21 Offset -26.548728
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 22 Offset -7.268600
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 23 Offset -1.342277
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 24 Offset 40.146268
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 25 Offset 8.972172
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 26 Offset 36.772716
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 27 Offset -2.759812
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 28 Offset 36.286681
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 29 Offset 27.001936
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 30 Offset 26.942506
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 31 Offset 30.350151
Chamber 10.1 Crate 3(0x6d2e1d) Slot 10 Channel 0 Offset 50.275697
Chamber 10.1 Crate 3(0x6d2e1d) Slot 10 Channel 1 Offset 50.373579
Chamber 10.1 Crate 3(0x6d2e1d) Slot 10 Channel 2 Offset 55.248106
Chamber 10.1 Crate 3(0x6d2e1d) Slot 10 Channel 3 Offset 58.569347
