Plane	Strip	MeanFit	Mean
==========================
0	0	-0.234375	-0.234375
0	1	-0.234375	-0.234375
0	2	-0.28125	-0.28125
0	3	-0.375	-0.375
0	4	-0.28125	-0.28125
0	5	-0.375	-0.375
0	6	-0.234375	-0.234375
0	7	-0.304687	-0.304688
0	8	-0.375	-0.375
0	9	-0.28125	-0.28125
0	10	-0.164062	-0.164062
0	11	-0.421875	-0.421875
0	12	-0.328125	-0.328125
0	13	-0.421875	-0.421875
0	14	-0.304687	-0.304688
0	15	-0.46875	-0.46875
0	16	-0.421875	-0.421875
0	17	-0.515625	-0.515625
0	18	-0.375	-0.375
0	19	-0.421875	-0.421875
0	20	-0.351562	-0.351562
0	21	-0.375	-0.375
0	22	-0.398438	-0.398438
0	23	-0.375	-0.375
0	24	-0.046875	-0.046875
0	25	-0.046875	-0.046875
0	26	-0.140625	-0.140625
0	27	-0.112707	-0.116044
0	28	-0.046875	-0.046875
0	29	-0.1875	-0.1875
0	30	4.52184e-13	4.52184e-13
0	31	-0.046875	-0.046875
0	32	-0.046875	-0.046875
0	33	6.11892e-15	6.11892e-15
0	34	0.117188	0.117188
0	35	-0.140625	-0.140625
0	36	-0.09375	-0.09375
0	37	-0.09375	-0.09375
0	38	-5.18764e-13	-5.18764e-13
0	39	-0.1875	-0.1875
0	40	-5.67058e-13	-5.67058e-13
0	41	9.17477e-13	9.17477e-13
0	42	-2.67962e-13	-2.67962e-13
0	43	0.09375	0.09375
0	44	0.140625	0.140625
0	45	-0.046875	-0.046875
0	46	0.0234375	0.0234375
0	47	-0.046875	-0.046875
1	0	0	0
1	1	0	0
1	2	0	0
1	3	0	0
1	4	0	0
1	5	0	0
1	6	0	0
1	7	0	0
1	8	0	0
1	9	0	0
1	10	0	0
1	11	0	0
1	12	0	0
1	13	0	0
1	14	0	0
1	15	0	0
1	16	0	0
1	17	0	0
1	18	0	0
1	19	0	0
1	20	0	0
1	21	0	0
1	22	0	0
1	23	0	0
1	24	0	0
1	25	0	0
1	26	0	0
1	27	0	0
1	28	0	0
1	29	0	0
1	30	0	0
1	31	0	0
1	32	0	0
1	33	0	0
1	34	0	0
1	35	0	0
1	36	0	0
1	37	0	0
1	38	0	0
1	39	0	0
1	40	0	0
1	41	0	0
1	42	0	0
1	43	0	0
1	44	0	0
1	45	0	0
1	46	0	0
1	47	0	0
2	0	-1.92187	-1.92188
2	1	-1.89844	-1.89844
2	2	-1.875	-1.875
2	3	-2.10937	-2.10938
2	4	-1.92188	-1.92188
2	5	-1.92187	-1.92188
2	6	-1.92188	-1.92188
2	7	-1.96875	-1.96875
2	8	-1.875	-1.875
2	9	-1.94531	-1.94531
2	10	-1.89844	-1.89844
2	11	-1.96875	-1.96875
2	12	-1.875	-1.875
2	13	-1.96875	-1.96875
2	14	-1.92187	-1.92188
2	15	-2.01563	-2.01562
2	16	-1.82812	-1.82812
2	17	-1.875	-1.875
2	18	-1.78125	-1.78125
2	19	-1.85156	-1.85156
2	20	-1.73437	-1.73438
2	21	-1.875	-1.875
2	22	-1.82812	-1.82812
2	23	-1.82813	-1.82812
2	24	-2.20312	-2.20312
2	25	-2.20313	-2.20312
2	26	-2.20313	-2.20312
2	27	-2.29687	-2.29688
2	28	-2.25	-2.25
2	29	-2.29688	-2.29688
2	30	-2.15625	-2.15625
2	31	-2.22656	-2.22656
2	32	-2.20312	-2.20312
2	33	-2.22656	-2.22656
2	34	-2.15625	-2.15625
2	35	-2.34375	-2.34375
2	36	-2.25	-2.25
2	37	-2.34375	-2.34375
2	38	-2.15625	-2.15625
2	39	-2.34375	-2.34375
2	40	-2.25	-2.25
2	41	-2.34375	-2.34375
2	42	-2.25	-2.25
2	43	-2.22656	-2.22656
2	44	-2.15625	-2.15625
2	45	-2.25	-2.25
2	46	-2.20313	-2.20312
2	47	-2.22656	-2.22656
3	0	-6.5625	-6.5625
3	1	-6.63281	-6.63281
3	2	-6.58594	-6.58594
3	3	-6.67969	-6.67969
3	4	-6.63281	-6.63281
3	5	-6.72656	-6.72656
3	6	-6.58594	-6.58594
3	7	-6.63281	-6.63281
3	8	-6.53906	-6.53906
3	9	-6.63281	-6.63281
3	10	-6.51562	-6.51562
3	11	-6.58594	-6.58594
3	12	-6.60937	-6.60938
3	13	-6.63281	-6.63281
3	14	-6.49219	-6.49219
3	15	-6.70312	-6.70312
3	16	-6.5625	-6.5625
3	17	-6.58594	-6.58594
3	18	-6.5625	-6.5625
3	19	-6.5625	-6.5625
3	20	-6.51562	-6.51562
3	21	-6.58594	-6.58594
3	22	-6.51563	-6.51562
3	23	-6.49219	-6.49219
3	24	-6.53906	-6.53906
3	25	-6.5625	-6.5625
3	26	-6.53906	-6.53906
3	27	-6.5625	-6.5625
3	28	-6.51562	-6.51562
3	29	-6.63281	-6.63281
3	30	-6.53906	-6.53906
3	31	-6.5625	-6.5625
3	32	-6.5625	-6.5625
3	33	-7.24219	-7.24219
3	34	-6.5625	-6.5625
3	35	-6.67969	-6.67969
3	36	-6.58594	-6.58594
3	37	-6.60937	-6.60938
3	38	-6.53906	-6.53906
3	39	-6.58594	-6.58594
3	40	-6.53906	-6.53906
3	41	-6.51563	-6.51562
3	42	-6.51562	-6.51562
3	43	-6.51563	-6.51562
3	44	-6.375	-6.375
3	45	-6.60938	-6.60938
3	46	-6.5625	-6.5625
3	47	-6.58594	-6.58594
4	0	-6.65625	-6.65625
4	1	-6.67969	-6.67969
