Plane	Strip	MeanFit	Mean
4	32	6.65625	6.65625
4	33	6.67969	6.67969
4	34	6.75	6.75
4	35	6.58594	6.58594
4	36	6.72656	6.72656
4	37	6.60937	6.60937
4	38	6.65625	6.65625
4	39	6.5625	6.5625
4	40	6.60938	6.60938
4	41	6.51562	6.51562
4	42	6.63281	6.63281
4	43	6.5625	6.5625
4	44	6.65625	6.65625
4	45	6.53906	6.53906
4	46	6.58594	6.58594
4	47	6.5625	6.5625
5	0	-0.0234375	-0.0234375
5	1	-0.046875	-0.046875
5	2	-0.117188	-0.117187
5	3	0.117188	0.117187
5	4	-0.0234375	-0.0234375
5	5	-0.0234375	-0.0234375
5	6	-3.56231e-13	0
5	7	-0.0234375	-0.0234375
5	8	-0.046875	-0.046875
5	9	0.0234375	0.0234375
5	10	-0.0703125	-0.0703125
5	11	0.0703125	0.0703125
5	12	-0.117187	-0.117187
5	13	0.0234375	0.0234375
5	14	-0.046875	-0.046875
5	15	0.117188	0.117188
5	16	0.0234375	0.0234375
5	17	0.117188	0.117188
5	18	-0.046875	-0.046875
5	19	5.34139e-13	1.21749e-17
5	20	-0.0234375	-0.0234375
5	21	-0.0234375	-0.0234375
5	22	-5.50605e-13	-8.35168e-18
5	23	-0.0234375	-0.0234375
5	24	-6.67204e-13	-8.52382e-18
5	25	-0.0703125	-0.0703125
5	26	-0.0703125	-0.0703125
5	27	0.09375	0.09375
5	28	-0.0234375	-0.0234375
5	29	0.0234375	0.0234375
5	30	-0.117187	-0.117188
5	31	-4.22599e-13	-1.38721e-17
5	32	-0.117187	-0.117187
5	33	-0.0234375	-0.0234375
5	34	-0.117188	-0.117187
5	35	-0.0234375	-0.0234375
5	36	-0.046875	-0.046875
5	37	0.0703125	0.0703125
5	38	0.0234375	0.0234375
5	39	0.0703125	0.0703125
5	40	-0.0703125	-0.0703125
5	41	0.0234375	0.0234375
5	42	-0.0703125	-0.0703125
5	43	-0.0234375	-0.0234375
5	44	-0.164062	-0.164063
5	45	-0.0703125	-0.0703125
5	46	4.77478e-13	-2.75717e-17
5	47	-0.046875	-0.046875
6	0	4.87171e-13	-7.12813e-17
6	1	-3.29051e-13	6.96783e-18
6	2	-0.0703125	-0.0703125
6	3	0.117187	0.117188
6	4	0.0234375	0.0234375
6	5	0.0234375	0.0234375
6	6	-0.0234375	-0.0234375
6	7	0.0703125	0.0703125
6	8	-0.0703125	-0.0703125
6	9	-0.0234375	-0.0234375
6	10	-0.0234375	-0.0234375
6	11	-0.0234375	-0.0234375
6	12	-0.0703125	-0.0703125
6	13	0.046875	0.046875
6	14	-0.0234375	-0.0234375
6	15	0.0703125	0.0703125
6	16	0.09375	0.09375
6	17	0.210937	0.210937
6	18	-0.0234375	-0.0234375
6	19	0.0703125	0.0703125
6	20	0.0234375	0.0234375
6	21	0.0234375	0.0234375
6	22	0.0703125	0.0703125
6	23	0.0703125	0.0703125
6	24	-0.0703125	-0.0703125
6	25	-0.0703125	-0.0703125
6	26	0.046875	0.046875
6	27	4.0513e-13	5.39385e-17
6	28	-0.117188	-0.117188
6	29	0.0703125	0.0703125
6	30	-0.164063	-0.164062
6	31	-0.0703125	-0.0703125
6	32	-0.0234375	-0.0234375
6	33	0.0234375	0.0234375
6	34	-0.0234375	-0.0234375
6	35	0.046875	0.046875
6	36	-0.046875	-0.046875
6	37	0.0703125	0.0703125
6	38	-0.140625	-0.140625
6	39	-0.0234375	-0.0234375
6	40	-0.117187	-0.117188
6	41	-0.117188	-0.117188
6	42	-0.0234375	-0.0234375
6	43	-0.0234375	-0.0234375
6	44	-0.1875	-0.1875
6	45	0.0234375	0.0234375
6	46	0.0234375	0.0234375
6	47	-0.0703125	-0.0703125
7	0	2.10938	2.10938
7	1	2.03906	2.03906
7	2	2.20312	2.20312
7	3	2.25	2.25
7	4	2.10937	2.10937
7	5	2.22656	2.22656
7	6	2.03906	2.03906
7	7	2.13281	2.13281
7	8	2.13281	2.13281
7	9	2.08594	2.08594
7	10	2.03906	2.03906
7	11	2.27344	2.27344
7	12	2.17969	2.17969
7	13	2.13281	2.13281
7	14	2.13281	2.13281
7	15	2.27344	2.27344
7	16	2.03906	2.03906
7	17	2.13281	2.13281
7	18	2.08594	2.08594
7	19	2.08594	2.08594
7	20	1.94531	1.94531
7	21	2.17969	2.17969
7	22	2.03906	2.03906
7	23	2.03906	2.03906
7	24	1.99219	1.99219
7	25	1.99219	1.99219
7	26	1.99219	1.99219
7	27	2.17969	2.17969
7	28	1.99219	1.99219
7	29	2.03906	2.03906
7	30	1.99219	1.99219
7	31	2.03906	2.03906
7	32	1.89844	1.89844
7	33	1.99219	1.99219
7	34	1.85156	1.85156
7	35	2.03906	2.03906
7	36	1.99219	1.99219
7	37	2.17969	2.17969
7	38	2.01563	2.01563
7	39	2.03906	2.03906
7	40	1.99219	1.99219
7	41	2.13281	2.13281
7	42	1.94531	1.94531
7	43	2.03906	2.03906
7	44	1.875	1.875
7	45	1.96875	1.96875
7	46	2.0625	2.0625
7	47	2.03906	2.03906
8	0	6.39844	6.39844
8	1	6.46875	6.46875
8	2	6.39844	6.39844
8	3	6.53906	6.53906
8	4	6.44531	6.44531
8	5	6.44531	6.44531
8	6	6.44531	6.44531
8	7	6.49219	6.49219
8	8	6.44531	6.44531
8	9	6.49219	6.49219
8	10	6.39844	6.39844
8	11	6.49219	6.49219
8	12	6.42187	6.42188
8	13	6.46875	6.46875
8	14	6.35156	6.35156
8	15	6.53906	6.53906
8	16	6.39844	6.39844
8	17	6.49219	6.49219
8	18	6.35156	6.35156
8	19	6.39844	6.39844
8	20	6.30469	6.30469
8	21	6.49219	6.49219
8	22	6.39844	6.39844
8	23	6.35156	6.35156
8	24	6.44531	6.44531
8	25	6.44531	6.44531
8	26	6.49219	6.49219
8	27	6.58594	6.58594
8	28	6.49219	6.49219
8	29	6.53906	6.53906
8	30	6.39844	6.39844
8	31	6.53906	6.53906
8	32	6.49219	6.49219
8	33	28.2593	8.15039
8	34	6.49219	6.49219
8	35	6.51563	6.51563
8	36	6.49219	6.49219
8	37	6.53906	6.53906
8	38	6.53906	6.53906
8	39	6.58594	6.58594
8	40	0	0
8	41	0	0
8	42	0	0
8	43	0	0
8	44	0	0
8	45	0	0
8	46	0	0
8	47	0	0
9	0	6.67969	6.67969
9	1	6.67969	6.67969
9	2	6.82031	6.82031
9	3	6.82031	6.82031
9	4	6.70312	6.70312
9	5	6.86719	6.86719
9	6	6.63281	6.63281
9	7	6.75	6.75
9	8	6.77344	6.77344
9	9	6.67969	6.67969
9	10	6.60938	6.60938
9	11	6.86719	6.86719
9	12	6.79687	6.79687
9	13	6.67969	6.67969
9	14	6.65625	6.65625
9	15	6.86719	6.86719
9	16	6.67969	6.67969
9	17	6.75	6.75
9	18	6.79687	6.79687
9	19	6.67969	6.67969
9	20	6.60937	6.60937
9	21	6.84375	6.84375
9	22	6.65625	6.65625
9	23	6.70312	6.70312
9	24	6.60938	6.60937
9	25	6.65625	6.65625
9	26	6.65625	6.65625
9	27	6.70312	6.70313
9	28	6.63281	6.63281
9	29	6.72656	6.72656
9	30	6.60937	6.60938
9	31	6.65625	6.65625
9	32	6.65625	6.65625
9	33	6.70313	6.70313
9	34	6.14063	6.14062
9	35	6.75	6.75
9	36	0	0
9	37	6.70313	6.70312
9	38	6.65625	6.65625
9	39	6.75	6.75
9	40	6.65625	6.65625
9	41	6.67969	6.67969
9	42	6.63281	6.63281
9	43	6.60938	6.60938
9	44	6.53906	6.53906
9	45	6.70313	6.70313
9	46	6.65625	6.65625
9	47	6.60303	6.62635
10	0	0.210937	0.210937
10	1	0.140625	0.140625
10	2	0.210938	0.210938
10	3	0.164063	0.164063
10	4	0.09375	0.09375
10	5	0.210937	0.210938
10	6	0.117187	0.117187
10	7	0.117188	0.117187
10	8	0.0703125	0.0703125
10	9	0.09375	0.09375
10	10	0.0703125	0.0703125
10	11	0.140625	0.140625
10	12	0.140625	0.140625
10	13	-0.0234375	-0.0234375
10	14	0.0703125	0.0703125
10	15	0.164062	0.164062
10	16	0.0703125	0.0703125
10	17	0.0703125	0.0703125
10	18	0.210938	0.210937
10	19	0.140625	0.140625
10	20	-0.0234375	-0.0234375
10	21	0.09375	0.09375
10	22	0.164062	0.164062
10	23	0.210937	0.210938
10	24	0.0234375	0.0234375
10	25	-0.0703125	-0.0703125
10	26	2.79561e-13	2.0702e-17
10	27	0.210937	0.210938
10	28	0.117188	0.117188
10	29	0.140625	0.140625
10	30	0.117188	0.117188
10	31	0.164063	0.164062
10	32	1.29435e-14	0
10	33	-0.0234375	-0.0234375
10	34	-0.0234375	-0.0234375
10	35	-0.046875	-0.046875
10	36	-0.0234375	-0.0234375
10	37	0.117187	0.117188
10	38	0.0703125	0.0703125
10	39	0.117187	0.117187
10	40	0.1875	0.1875
10	41	0.28125	0.28125
10	42	0.0703125	0.0703125
10	43	0.210938	0.210937
10	44	0.164062	0.164062
10	45	-0.0234375	-0.0234375
10	46	0.1875	0.1875
10	47	0.117188	0.117187
11	0	-0.046875	-0.046875
11	1	-0.117187	-0.117188
11	2	-0.0703125	-0.0703125
11	3	0.117187	0.117188
11	4	0.0234375	0.0234375
11	5	0.0703125	0.0703125
11	6	2.35554e-13	2.965e-17
11	7	0.117188	0.117188
11	8	0.0234375	0.0234375
11	9	-0.0703125	-0.0703125
11	10	-0.0703125	-0.0703125
11	11	-0.0703125	-0.0703125
11	12	-0.09375	-0.09375
11	13	0.0234375	0.0234375
11	14	0.0234375	0.0234375
11	15	0.164062	0.164063
11	16	0.0703125	0.0703125
11	17	0.117187	0.117188
11	18	-0.0703125	-0.0703125
11	19	0.117187	0.117187
11	20	-0.0703125	-0.0703125
11	21	-0.09375	-0.09375
11	22	0.046875	0.046875
11	23	-0.0703125	-0.0703125
11	24	0.117187	0.117188
11	25	-0.0234375	-0.0234375
11	26	0.0703125	0.0703125
11	27	0.0703125	0.0703125
11	28	0.0234375	0.0234375
11	29	0.117188	0.117187
11	30	-0.046875	-0.046875
11	31	-0.0234375	-0.0234375
11	32	-0.117188	-0.117187
11	33	-0.0234375	-0.0234375
11	34	-0.046875	-0.046875
11	35	-0.046875	-0.046875
11	36	-0.0234375	-0.0234375
11	37	-0.0703125	-0.0703125
11	38	4.51055e-13	-4.14398e-17
11	39	-9.00003e-13	-9.10959e-18
11	40	-0.0703125	-0.0703125
11	41	0.0234375	0.0234375
11	42	0.0234375	0.0234375
11	43	0.0234375	0.0234375
11	44	-0.0703125	-0.0703125
11	45	0.0703125	0.0703125
11	46	0.0703125	0.0703125
11	47	-1.89752e-13	2.59663e-17
12	0	2.0625	2.0625
12	1	1.96875	1.96875
12	2	1.99219	1.99219
12	3	2.13281	2.13281
12	4	2.08594	2.08594
12	5	2.03906	2.03906
12	6	1.99219	1.99219
12	7	2.13281	2.13281
12	8	1.94531	1.94531
12	9	2.55469	2.55469
12	10	2.0625	2.0625
12	11	1.99219	1.99219
12	12	2.03906	2.03906
12	13	2.0625	2.0625
12	14	2.08594	2.08594
12	15	2.08594	2.08594
12	16	2.03906	2.03906
12	17	2.08594	2.08594
12	18	1.94531	1.94531
12	19	2.03906	2.03906
12	20	1.92187	1.92187
12	21	2.03906	2.03906
12	22	2.08594	2.08594
12	23	2.03906	2.03906
12	24	2.27344	2.27344
12	25	2.20312	2.20313
12	26	2.22656	2.22656
12	27	2.41406	2.41406
12	28	2.27344	2.27344
12	29	2.34375	2.34375
12	30	2.27344	2.27344
12	31	2.36719	2.36719
12	32	2.22656	2.22656
12	33	2.27344	2.27344
12	34	2.32031	2.32031
12	35	2.25	2.25
12	36	2.27344	2.27344
12	37	2.36719	2.36719
12	38	2.36719	2.36719
12	39	2.41406	2.41406
12	40	2.20312	2.20312
12	41	2.36719	2.36719
12	42	2.22656	2.22656
12	43	2.32031	2.32031
12	44	2.22656	2.22656
12	45	2.22656	2.22656
12	46	2.36719	2.36719
12	47	2.29687	2.29687
13	0	6.72656	6.72656
13	1	6.67969	6.67969
13	2	6.82031	6.82031
13	3	6.77344	6.77344
13	4	6.72656	6.72656
13	5	6.82031	6.82031
13	6	6.63281	6.63281
13	7	6.77344	6.77344
13	8	6.63281	6.63281
13	9	6.63281	6.63281
13	10	6.67969	6.67969
13	11	6.72656	6.72656
13	12	6.77344	6.77344
13	13	6.67969	6.67969
13	14	6.67969	6.67969
13	15	6.77344	6.77344
13	16	6.63281	6.63281
13	17	6.77344	6.77344
13	18	6.67969	6.67969
13	19	6.67969	6.67969
13	20	6.5625	6.5625
13	21	6.72656	6.72656
13	22	6.77344	6.77344
13	23	6.72656	6.72656
13	24	6.53906	6.53906
13	25	6.49219	6.49219
13	26	6.58594	6.58594
13	27	6.5625	6.5625
13	28	6.44531	6.44531
13	29	6.63281	6.63281
13	30	6.44531	6.44531
13	31	6.49219	6.49219
13	32	6.51563	6.51562
13	33	6.53906	6.53906
13	34	6.53906	6.53906
13	35	6.60938	6.60937
13	36	6.60938	6.60938
13	37	6.67969	6.67969
13	38	6.65625	6.65625
13	39	6.67969	6.67969
13	40	6.53906	6.53906
13	41	6.65625	6.65625
13	42	6.53906	6.53906
13	43	6.58594	6.58594
13	44	6.49219	6.49219
13	45	6.60938	6.60938
13	46	6.70313	6.70312
13	47	6.58594	6.58594
14	0	6.76258	6.77041
14	1	6.67969	6.67969
14	2	6.76096	6.77041
14	3	6.84375	6.84375
14	4	6.77344	6.77344
14	5	6.82031	6.82031
14	6	6.65625	6.65625
14	7	6.79687	6.79688
14	8	6.67969	6.67969
14	9	6.75	6.75
14	10	6.77344	6.77344
14	11	6.72656	6.72656
14	12	6.75	6.75
14	13	6.79687	6.79687
14	14	6.79688	6.79688
14	15	6.82031	6.82031
14	16	6.75	6.75
14	17	6.86719	6.86719
14	18	6.67969	6.67969
14	19	6.84375	6.84375
14	20	6.67969	6.67969
14	21	6.72656	6.72656
14	22	6.84375	6.84375
14	23	6.75	6.75
14	24	6.79688	6.79688
14	25	6.65054	6.65479
14	26	6.72656	6.72656
14	27	6.82031	6.82031
14	28	6.72656	6.72656
14	29	6.76755	6.77193
14	30	6.67969	6.67969
14	31	6.77344	6.77344
14	32	6.60938	6.60937
14	33	6.67969	6.67969
14	34	6.72656	6.72656
14	35	6.65625	6.65625
14	36	6.65625	6.65625
14	37	6.63281	6.63281
14	38	6.65625	6.65625
14	39	6.82031	6.82031
14	40	6.58594	6.58594
14	41	6.67969	6.67969
14	42	6.60938	6.60938
14	43	6.67969	6.67969
14	44	6.58594	6.58594
14	45	6.70313	6.70312
14	46	6.75	6.75
14	47	6.51562	6.51562
15	0	-0.117188	-0.117187
15	1	0.0234375	0.0234375
15	2	-0.117188	-0.117187
15	3	-0.09375	-0.09375
15	4	2.95841e-13	0
15	5	-0.09375	-0.09375
15	6	0.117187	0.117187
15	7	-27.6694	-0.823661
15	8	0.09375	0.09375
15	9	5.76224e-13	-2.60112e-17
15	10	2.2396e-15	-1.88057e-17
15	11	0.046875	0.046875
15	12	-8.20486e-13	6.38562e-18
15	13	-0.0234375	-0.0234375
15	14	-0.0234375	-0.0234375
15	15	0.0234375	0.0234375
15	16	0.117187	0.117187
15	17	-0.0234375	-0.0234375
15	18	-6.66117e-13	0
15	19	-0.0703125	-0.0703125
15	20	0.117187	0.117187
15	21	-0.0234375	-0.0234375
15	22	-0.140625	-0.140625
15	23	-0.046875	-0.046875
15	24	-0.0703125	-0.0703125
15	25	0.0234375	0.0234375
15	26	-0.117187	-0.117188
15	27	-0.234375	-0.234375
15	28	-0.117187	-0.117187
15	29	-0.164063	-0.164062
15	30	-0.0703125	-0.0703125
15	31	-0.210937	-0.210938
15	32	-0.0703125	-0.0703125
15	33	-0.0703125	-0.0703125
15	34	-0.117188	-0.117187
15	35	-0.0703125	-0.0703125
15	36	-0.210938	-0.210938
15	37	-0.0234375	-0.0234375
15	38	-0.0703125	-0.0703125
15	39	-0.210937	-0.210937
15	40	-0.0703125	-0.0703125
15	41	-0.140625	-0.140625
15	42	-0.09375	-0.09375
15	43	-0.164063	-0.164063
15	44	0.0234375	0.0234375
15	45	-0.140625	-0.140625
15	46	-0.164063	-0.164063
15	47	-0.046875	-0.046875
16	0	0.210937	0.210937
16	1	0.210938	0.210938
16	2	0.117187	0.117188
16	3	-0.0234375	-0.0234375
16	4	0.117188	0.117188
16	5	-0.0703125	-0.0703125
16	6	0.140625	0.140625
16	7	0.0703125	0.0703125
16	8	0.0703125	0.0703125
16	9	0.210937	0.210937
16	10	0.164062	0.164063
16	11	0.0703125	0.0703125
16	12	0.0234375	0.0234375
16	13	0.0234375	0.0234375
16	14	-0.0234375	-0.0234375
16	15	-0.117187	-0.117188
16	16	-2.18731e-13	-3.31846e-18
16	17	-0.164063	-0.164063
16	18	0.117188	0.117188
16	19	-0.09375	-0.09375
16	20	0.09375	0.09375
16	21	0.164062	0.164062
16	22	0.0234375	0.0234375
16	23	0.140625	0.140625
16	24	0.117187	0.117187
16	25	0.164062	0.164063
16	26	0.0234375	0.0234375
16	27	-0.0234375	-0.0234375
16	28	0.09375	0.09375
16	29	-0.0234375	-0.0234375
16	30	0.140625	0.140625
16	31	0.046875	0.046875
16	32	0.0234375	0.0234375
16	33	0.117188	0.117188
16	34	0.046875	0.046875
16	35	0.0703125	0.0703125
16	36	-0.0234375	-0.0234375
16	37	-0.0703125	-0.0703125
16	38	-0.09375	-0.09375
16	39	-0.09375	-0.09375
16	40	0.117188	0.117188
16	41	-0.0234375	-0.0234375
16	42	0.117187	0.117187
16	43	0.0703125	0.0703125
16	44	0.164063	0.164062
16	45	0.09375	0.09375
16	46	-6.56345e-14	-2.56564e-17
16	47	0.0703125	0.0703125
17	0	2.17969	2.17969
17	1	2.22656	2.22656
17	2	2.20313	2.20313
17	3	2.13281	2.13281
17	4	2.22656	2.22656
17	5	2.13281	2.13281
17	6	2.17969	2.17969
17	7	2.08594	2.08594
17	8	2.17969	2.17969
17	9	2.17969	2.17969
17	10	2.17969	2.17969
17	11	2.13281	2.13281
17	12	2.15625	2.15625
17	13	2.25	2.25
17	14	2.27344	2.27344
17	15	2.08594	2.08594
17	16	2.32031	2.32031
17	17	2.27344	2.27344
17	18	2.27344	2.27344
17	19	2.29687	2.29687
17	20	2.36719	2.36719
17	21	2.36719	2.36719
17	22	2.27344	2.27344
17	23	2.41406	2.41406
17	24	1.99219	1.99219
17	25	2.13281	2.13281
17	26	2.03906	2.03906
17	27	1.99219	1.99219
17	28	2.08594	2.08594
17	29	2.03906	2.03906
17	30	2.17969	2.17969
17	31	2.0625	2.0625
17	32	2.17969	2.17969
17	33	2.08594	2.08594
17	34	2.13281	2.13281
17	35	2.10937	2.10937
17	36	2.08594	2.08594
17	37	1.92188	1.92188
17	38	1.89844	1.89844
17	39	2.08594	2.08594
17	40	1.99219	1.99219
17	41	1.94531	1.94531
17	42	2.13281	2.13281
17	43	1.99219	1.99219
17	44	2.03906	2.03906
17	45	2.08594	2.08594
17	46	1.89844	1.89844
17	47	1.99219	1.99219
18	0	6.7294	6.71777
18	1	6.67969	6.67969
18	2	6.65625	6.65625
18	3	6.39844	6.39844
18	4	6.53906	6.53906
18	5	6.39844	6.39844
18	6	6.60937	6.60938
18	7	6.42188	6.42187
18	8	6.56842	6.59766
18	9	6.65625	6.65625
18	10	6.57287	6.58219
18	11	6.46875	6.46875
18	12	6.35156	6.35156
18	13	6.53906	6.53906
18	14	6.45767	6.46582
18	15	6.28481	6.26393
18	16	6.49219	6.49219
18	17	6.53906	6.53906
18	18	6.58594	6.58594
18	19	6.5625	6.5625
18	20	6.60938	6.60937
18	21	6.51563	6.51562
18	22	7.40479	6.60866
18	23	7.33558	6.625
18	24	7.4056	6.56187
