Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 0 Offset -7.725423
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 1 Offset -23.077170
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 2 Offset -18.702922
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 3 Offset -36.723712
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 4 Offset -16.662049
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 5 Offset -15.796714
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 6 Offset 13.255864
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 7 Offset 19.924695
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 8 Offset -4.656619
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 9 Offset -27.622849
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 10 Offset -8.929273
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 11 Offset -29.449783
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 12 Offset 1.623441
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 13 Offset -21.550305
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 14 Offset -7.247765
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 15 Offset -6.256511
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 16 Offset -14.770141
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 17 Offset -12.881647
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 18 Offset -18.244761
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 19 Offset -20.388741
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 20 Offset -1.428953
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 21 Offset -19.218360
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 22 Offset 6.785324
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 23 Offset 11.875265
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 24 Offset 52.163348
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 25 Offset 11.673217
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 26 Offset 42.098810
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 27 Offset 1.559499
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 28 Offset 44.703752
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 29 Offset 33.803651
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 30 Offset 33.587277
Chamber 19.3 Crate 0(0x68c99e) Slot 11 Channel 31 Offset 38.279630
Chamber 113.1 Crate 1(0x6912b2) Slot 5 Channel 0 Offset 8220.331867
Chamber 113.1 Crate 1(0x6912b2) Slot 5 Channel 1 Offset 8203.532389
Chamber 113.1 Crate 1(0x6912b2) Slot 5 Channel 2 Offset 8196.310462
Chamber 113.1 Crate 1(0x6912b2) Slot 5 Channel 3 Offset 8210.056886
